"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"👑 Además de que no esté garantizada la recuperación de las inversiones y de los costes de explotación, ¿qué requisito adicional exige el artículo 14.4 de la Ley 9/2017 respecto de los riesgos transferidos al concesionario?","Que supongan una exposición real a las incertidumbres del mercado y que cualquier pérdida potencial estimada no sea meramente nominal o desdeñable","Que impliquen necesariamente que el concesionario soporte simultáneamente el riesgo de demanda y el riesgo de suministro durante toda la concesión","Que determinen que el concesionario soporte íntegramente cualquier pérdida económica, incluso cuando derive de circunstancias ajenas a la explotación","Que garanticen que las pérdidas potenciales del concesionario puedan ser compensadas posteriormente mediante aportaciones de la Administración","1","El artículo 14.4 establece que la parte de los riesgos transferidos al concesionario debe suponer una exposición real a las incertidumbres del mercado que implique que cualquier pérdida potencial estimada en que incurra el concesionario no sea meramente nominal o desdeñable. El precepto no exige necesariamente que se transfieran simultáneamente los riesgos de demanda y de suministro, pues puede abarcar uno, otro o ambos."
"¿Qué caracteriza al contrato de concesión de servicios?","La gestión de un servicio cuya prestación sea de titularidad o competencia de un poder adjudicador, con derecho a explotarlo y transferencia del riesgo operacional","La adquisición de bienes muebles mediante precio unitario","La realización de una obra completa a cambio exclusivamente de un precio","La prestación de cualquier servicio profesional sin transferencia de riesgo operacional","1","El artículo 15.1 define la concesión de servicios como el contrato por el que uno o varios poderes adjudicadores encomiendan onerosamente la gestión de un servicio cuya prestación sea de su titularidad o competencia, con derecho a explotarlo, acompañado o no de un precio. El artículo 15.2 exige transferencia del riesgo operacional."
"¿Qué elemento tienen en común la concesión de obras y la concesión de servicios?","La transferencia al concesionario de un riesgo operacional","La existencia obligatoria de un precio abonado íntegramente por la Administración","La ejecución de una obra inmueble","La adquisición de bienes muebles por el concesionario","1","Tanto el artículo 14.4 como el artículo 15.2 exigen que el derecho de explotación implique la transferencia de un riesgo operacional al concesionario."
"👑 ¿Cuál de las siguientes prestaciones encaja en el contrato de suministro conforme al artículo 16.1 de la Ley 9/2017?","La adquisición, el arrendamiento financiero o el arrendamiento, con o sin opción de compra, de productos o bienes muebles","La gestión de un servicio público con transferencia del riesgo operacional al concesionario","La ejecución de una obra de ingeniería civil sobre un inmueble","La prestación de una actividad dirigida a obtener un resultado distinto de una obra o suministro","1","El artículo 16.1 de la Ley 9/2017 define los contratos de suministro como aquellos que tienen por objeto la adquisición, el arrendamiento financiero o el arrendamiento, con o sin opción de compra, de productos o bienes muebles."
"¿Cuál de los siguientes contratos tiene, con carácter general, la consideración de suministro?","La adquisición de equipos y sistemas de telecomunicaciones o para el tratamiento de la información, sus dispositivos y programas, en los términos previstos por la Ley","La adquisición de cualquier propiedad incorporal o valor negociable","La adquisición de un programa de ordenador desarrollado específicamente a medida, que siempre es suministro","La prestación de servicios de consultoría informática","1","El artículo 16.3.b considera suministro la adquisición y arrendamiento de equipos y sistemas de telecomunicaciones o tratamiento de la información, sus dispositivos y programas y la cesión del derecho de uso de estos últimos, con la excepción de los programas desarrollados a medida, que son servicios."
"⭐⭐⭐ ¿Cómo se califican los contratos de adquisición de programas de ordenador desarrollados a medida?","Como contratos de servicios","Como contratos de suministro","Como contratos de concesión de servicios","Como contratos administrativos especiales en todo caso","1","El artículo 16.3.b establece expresamente que los contratos de adquisición de programas de ordenador desarrollados a medida se consideran contratos de servicios."
"👑 Conforme al artículo 16.3.b de la Ley 9/2017, de Contratos del Sector Público, ¿cómo se califican los contratos de adquisición de programas de ordenador desarrollados a medida?","Como contratos de servicios, aunque la adquisición de programas de ordenador se configure con carácter general como contrato de suministro","Como contratos de suministro, al tratarse de programas de ordenador destinados al tratamiento de la información, sin que el desarrollo a medida altere su calificación","Como contratos mixtos, por integrar necesariamente una prestación de suministro y otra de servicios derivada del desarrollo del programa","Como contratos de servicios únicamente cuando el programa se adquiera junto con equipos o sistemas de telecomunicaciones o de tratamiento de la información","1","El artículo 16.3.b de la Ley 9/2017 establece como regla que determinados contratos relativos a equipos, sistemas, dispositivos y programas son contratos de suministro, pero exceptúa expresamente los contratos de adquisición de programas de ordenador desarrollados a medida, que se consideran contratos de servicios."
"⭐⭐⭐ ¿Cuál de los siguientes contratos tiene la consideración de suministro por disposición expresa del artículo 16?","Los contratos de fabricación en los que los bienes se elaboren conforme a características peculiares previamente fijadas por la entidad contratante","Los contratos de elaboración de proyectos de obras","Los contratos de mantenimiento de instalaciones sin adquisición de bienes","Los contratos de explotación de un servicio público con transferencia del riesgo operacional","1","El artículo 16.3.c) de la Ley 9/2017 considera contratos de suministro los de fabricación en los que la cosa o cosas que hayan de ser entregadas por el empresario deban ser elaboradas conforme a características peculiares fijadas previamente por la entidad contratante, aun cuando esta se obligue a aportar total o parcialmente los materiales precisos."
"👑 Conforme al artículo 16.3.b) y c) de la Ley 9/2017, ¿cuál de las siguientes afirmaciones es correcta?","La adquisición de programas de ordenador desarrollados a medida tiene siempre la consideración de contrato de suministro cuando se adquieran junto con equipos para el tratamiento de la información.","Los contratos de fabricación en los que el empresario elabore los bienes conforme a características peculiares previamente fijadas por la entidad contratante tienen la consideración de contratos de suministro, incluso cuando la entidad aporte total o parcialmente los materiales.","Los contratos de adquisición de equipos y sistemas de telecomunicaciones solo tienen la consideración de contratos de suministro cuando no incluyan la cesión del derecho de uso de los programas informáticos.","Los contratos de fabricación dejan de tener la consideración de contratos de suministro cuando la entidad contratante aporte total o parcialmente los materiales necesarios para elaborar los bienes.","2","El artículo 16.3.b) considera contratos de suministro los de adquisición y arrendamiento de determinados equipos y sistemas de telecomunicaciones o para el tratamiento de la información, sus dispositivos y programas, y la cesión del derecho de uso de estos últimos, pero exceptúa los contratos de adquisición de programas de ordenador desarrollados a medida, que se consideran contratos de servicios. El artículo 16.3.c) considera contratos de suministro los de fabricación en los que los bienes deban elaborarse conforme a características peculiares fijadas previamente por la entidad contratante, incluso cuando esta aporte total o parcialmente los materiales precisos."
"¿Qué tipo de adquisición energética se considera expresamente contrato de suministro?","La adquisición de energía primaria o energía transformada","La explotación de una red de energía mediante transferencia del riesgo operacional","La prestación de servicios de mantenimiento energético exclusivamente","La redacción de proyectos de instalaciones energéticas","1","El artículo 16.3.d establece que los contratos cuyo objeto sea la adquisición de energía primaria o transformada son contratos de suministro."
"⭐⭐⭐ ¿Cuál de las siguientes prestaciones encaja en la definición de contrato de servicios del artículo 17 de la Ley 9/2017, de Contratos del Sector Público?","La prestación de una actividad o la obtención de un resultado mediante una prestación de hacer que no tenga por objeto una obra ni un suministro","La adquisición de bienes muebles que deban ser entregados por el contratista, aunque incluya la instalación de los mismos","La ejecución de una obra que tenga por objeto realizar una construcción o transformar el medio físico y que pueda ser entregada al uso general","La explotación de una obra o servicio mediante la transferencia al concesionario del riesgo operacional asociado a dicha explotación","1","El artículo 17 de la LCSP define los contratos de servicios como aquellos cuyo objeto son prestaciones de hacer consistentes en el desarrollo de una actividad o dirigidas a la obtención de un resultado distinto de una obra o un suministro. La adquisición o arrendamiento de bienes muebles corresponde a los contratos de suministro del artículo 16; la ejecución de obras se regula en el artículo 13; y la explotación mediante transferencia del riesgo operacional es característica de las concesiones reguladas en los artículos 14 y 15."
"¿Pueden ser objeto de un contrato de servicios las prestaciones que impliquen ejercicio de la autoridad inherente a los poderes públicos?","No, no pueden ser objeto de contratos de servicios","Sí, siempre que el órgano de contratación lo justifique en el expediente","Sí, cuando el valor estimado sea inferior al umbral de regulación armonizada","Sí, siempre que el servicio sea prestado por una empresa pública","1","El artículo 17 establece expresamente que no podrán ser objeto de contratos de servicios los servicios que impliquen ejercicio de la autoridad inherente a los poderes públicos."
"¿Qué se entiende por contrato mixto a efectos de la LCSP?","Aquel que contiene prestaciones correspondientes a otro u otros de distinta clase","Aquel celebrado simultáneamente por dos Administraciones Públicas","Aquel cuyo valor estimado supera los umbrales de regulación armonizada","Aquel que combina necesariamente prestaciones administrativas y privadas","1","El artículo 18.1 define como contrato mixto aquel que contiene prestaciones correspondientes a otro u otros de distinta clase."
"En un contrato mixto que comprenda prestaciones propias de dos o más contratos de obras, suministros o servicios, ¿qué criterio determina las normas aplicables a su adjudicación?","El carácter de la prestación principal","El mayor número de prestaciones incluidas","La naturaleza jurídica del contratista","El procedimiento elegido por el órgano de contratación","1","El artículo 18 establece que cuando el contrato mixto comprenda prestaciones propias de dos o más contratos de obras, suministros o servicios se atenderá al carácter de la prestación principal."
"👑 Conforme al artículo 18.1.b) de la Ley 9/2017, ¿cómo se determina el régimen de adjudicación de un contrato mixto que combine prestaciones de obras, suministros o servicios con prestaciones propias de una concesión de obras o de servicios?","Si las prestaciones no son separables, se atiende al carácter de la prestación principal; si son separables y se adjudica un contrato único, se aplican las normas de obras, suministros o servicios cuando el valor estimado de esas prestaciones supere los umbrales legales y, en otro caso, las normas de concesión","Si las prestaciones no son separables, se aplican siempre las normas de concesión; si son separables y se adjudica un contrato único, se atiende exclusivamente al carácter de la prestación económicamente principal","Si las prestaciones no son separables, se atiende siempre al mayor valor estimado; si son separables y se adjudica un contrato único, se aplican en todo caso las normas de concesión de obras o de servicios","Si las prestaciones no son separables, se aplica el régimen correspondiente al objeto de mayor valor estimado; si son separables y se adjudica un contrato único, se aplican las normas de obras, suministros o servicios con independencia de sus umbrales","1","El artículo 18.1.b) establece que, cuando un contrato mixto contenga prestaciones de obras, suministros o servicios y prestaciones de concesión de obras o de servicios, si las distintas prestaciones no son separables se atenderá al carácter de la prestación principal. Si son separables y se decide adjudicar un contrato único, se aplicarán las normas relativas a obras, suministros o servicios cuando el valor estimado de estas prestaciones supere las cuantías establecidas en los artículos 20, 21 y 22, respectivamente; en otro caso, se aplicarán las normas relativas a los contratos de concesión de obras y de servicios."
"¿Qué contratos pueden ser contratos sujetos a regulación armonizada conforme al artículo 19?","Los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios que cumplan los requisitos de sujeto contratante y umbral establecidos por la Ley","Todos los contratos privados celebrados por cualquier entidad del sector público","Únicamente los contratos de obras celebrados por Administraciones Públicas","Todos los contratos de servicios con independencia de su valor estimado","1","El artículo 19.1 establece que pueden ser SARA los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios cuyo valor estimado alcance las cuantías legales y siempre que la entidad contratante tenga la condición de poder adjudicador."
"⭐⭐⭐ ¿Qué condición subjetiva debe concurrir para que un contrato quede sujeto a regulación armonizada conforme al artículo 19.1 de la LCSP?","Que el contrato sea celebrado por una entidad que tenga la condición de poder adjudicador","Que el contrato sea celebrado por una Administración Pública, aunque no tenga la condición de poder adjudicador","Que el contratista tenga la condición de poder adjudicador en el momento de formalizar el contrato","Que el contrato sea celebrado por una entidad del sector público que tenga necesariamente la condición de Administración Pública","1","El artículo 19.1 de la LCSP establece que son contratos sujetos a regulación armonizada aquellos que se celebren por una entidad que tenga la consideración de poder adjudicador y cuyo valor estimado sea igual o superior a los umbrales establecidos, además de concurrir los demás requisitos previstos legalmente."
"Conforme al artículo 20.1 de la Ley 9/2017, de Contratos del Sector Público, en su redacción vigente en 2026, ¿cuál es el umbral de valor estimado para que los contratos de obras, de concesión de obras y de concesión de servicios estén sujetos a regulación armonizada?","5.538.000 euros","5.404.000 euros","5.538.000 euros para los contratos de obras y 5.404.000 euros para las concesiones de obras y de servicios","6.000.000 euros","1","El artículo 20.1 de la LCSP establece un umbral único de 5.538.000 euros de valor estimado para los contratos de obras, de concesión de obras y de concesión de servicios. La Orden HAC/1517/2025 actualizó el umbral anterior de 5.404.000 euros con efectos desde el 1 de enero de 2026."
"¿Qué modificación experimentó el umbral del artículo 20.1 de la Ley 9/2017 a partir del 1 de enero de 2026?","Pasó de 5.404.000 a 5.538.000 euros.","Pasó de 5.404.000 a 6.000.000 euros.","Pasó de 5.225.000 a 5.404.000 euros.","Se mantuvo en 5.404.000 euros, al no haberse actualizado el umbral para 2026.","1","La Orden HAC/1517/2025, de 18 de diciembre, actualizó los límites de contratación aplicables desde el 1 de enero de 2026 y sustituyó en el artículo 20.1 de la LCSP la cifra de 5.404.000 euros por 5.538.000 euros."
"En un contrato de obras dividido en lotes, ¿qué regla se aplica cuando el valor acumulado de los lotes alcanza el umbral de regulación armonizada?","Se aplican las normas de regulación armonizada a la adjudicación de cada lote, con la excepción legal para determinados lotes inferiores a un millón de euros","Solo se aplican las normas SARA al lote de mayor valor","Cada lote se considera aisladamente y nunca se acumulan sus valores","Solo se aplica la regulación armonizada al conjunto del contrato, pero no a sus lotes","1","El artículo 20.2 establece que, cuando el valor acumulado de los lotes alcance el umbral, las normas SARA se aplican a la adjudicación de cada lote, pudiendo exceptuarse lotes inferiores a un millón de euros si se cumplen las condiciones legales."
"¿Cuál es el umbral general de regulación armonizada para los contratos de suministro adjudicados por la Administración General del Estado, sus organismos autónomos o las Entidades Gestoras y Servicios Comunes de la Seguridad Social?","140.000 euros de valor estimado","216.000 euros de valor estimado","750.000 euros de valor estimado","5.404.000 euros de valor estimado","1","El artículo 21.1.a establece un umbral de 140.000 euros para estos contratos de suministro, con la especialidad prevista para determinados contratos del sector de la defensa."
"¿Cuál es el umbral general de regulación armonizada para los contratos de suministro adjudicados por entidades del sector público distintas de las indicadas en el artículo 21.1.a?","216.000 euros de valor estimado","140.000 euros de valor estimado","750.000 euros de valor estimado","5.404.000 euros de valor estimado","1","El artículo 21.1.b establece un umbral de 216.000 euros para los contratos de suministro distintos de los comprendidos en la letra a)."
"¿Cuál es el umbral de regulación armonizada para los contratos de servicios adjudicados por entidades del sector público distintas de la Administración General del Estado, sus organismos autónomos y las Entidades Gestoras y Servicios Comunes de la Seguridad Social?","216.000 euros de valor estimado","140.000 euros de valor estimado","750.000 euros de valor estimado","5.404.000 euros de valor estimado","1","El artículo 22.1.b establece un umbral de 216.000 euros para estos contratos de servicios."
"¿Qué umbral se aplica a los contratos de servicios cuyo objeto sean los servicios sociales y otros servicios específicos enumerados en el Anexo IV?","750.000 euros de valor estimado","216.000 euros de valor estimado","140.000 euros de valor estimado","1.000.000 de euros de valor estimado","1","El artículo 22.1.c fija un umbral de 750.000 euros para los servicios sociales y otros servicios específicos enumerados en el Anexo IV."
"¿Qué característica deben reunir los contratos subvencionados para quedar sujetos a regulación armonizada en los términos del artículo 23?","Deben ser contratos de obras o servicios subvencionados directamente en más de un 50 por ciento de su importe por entidades que tengan la consideración de poderes adjudicadores y cumplir las demás condiciones legales","Deben estar financiados exactamente al 50 por ciento por una Administración Pública","Deben ser contratos de suministro subvencionados indirectamente por cualquier entidad pública","Deben estar financiados íntegramente por fondos de la Unión Europea","1","El artículo 23.1 establece que determinados contratos de obras y servicios subvencionados directamente en más de un 50 por ciento por poderes adjudicadores son SARA cuando, además, cumplen las categorías y umbrales establecidos."
"⭐⭐⭐ ¿Cuál de las siguientes afirmaciones refleja correctamente la relación entre los artículos 24, 25 y 26 de la Ley 9/2017 respecto del régimen jurídico de los contratos del sector público?","El artículo 24 admite que los contratos del sector público estén sometidos a Derecho administrativo o privado; el artículo 25 determina qué contratos tienen carácter administrativo cuando los celebra una Administración Pública, y el artículo 26 regula los contratos privados","El artículo 24 establece que todos los contratos del sector público tienen carácter administrativo; el artículo 25 determina las especialidades de los contratos privados y el artículo 26 establece las excepciones aplicables a los contratos administrativos","El artículo 24 regula exclusivamente los contratos administrativos; el artículo 25 determina cuándo un contrato del sector público queda sometido al Derecho privado y el artículo 26 regula únicamente los contratos sujetos a regulación armonizada","El artículo 24 distingue entre contratos administrativos y privados atendiendo exclusivamente a su objeto; el artículo 25 regula los contratos privados de las Administraciones Públicas y el artículo 26 determina qué contratos administrativos pueden someterse al Derecho privado","1","El artículo 24 establece que los contratos del sector público pueden estar sometidos a un régimen jurídico de Derecho administrativo o de Derecho privado. El artículo 25 determina qué contratos tienen carácter administrativo cuando son celebrados por una Administración Pública, mientras que el artículo 26 regula los contratos privados."
"👑 Una Administración Pública va a celebrar un contrato. ¿Qué afirmación se ajusta a la sistemática de los artículos 24 y 25 de la Ley 9/2017?","El hecho de que sea un contrato del sector público no determina por sí solo que tenga carácter administrativo; este carácter se atribuye a los contratos que reúnen las condiciones previstas en el artículo 25","Todo contrato celebrado por una Administración Pública tiene necesariamente carácter administrativo, puesto que el artículo 24 reserva el Derecho privado a entidades que no sean Administraciones Públicas","Todo contrato del sector público que tenga por objeto una obra, suministro, servicio o concesión tiene carácter administrativo, sin que importe que lo celebre una Administración Pública u otra entidad del sector público","La condición de contrato administrativo depende exclusivamente de que el contrato esté sujeto a regulación armonizada, con independencia de la naturaleza de la entidad contratante","1","El artículo 24 establece que los contratos del sector público pueden estar sometidos a Derecho administrativo o privado. El artículo 25.1 concreta qué contratos tienen carácter administrativo cuando se celebran por una Administración Pública, incluyendo determinados contratos de obras, concesiones, suministro y servicios, así como los declarados administrativos expresamente por una ley y determinados contratos administrativos especiales."
"⭐⭐⭐ ¿Qué contratos tienen carácter administrativo cuando son celebrados por una Administración Pública, con las excepciones previstas por la Ley?","Los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios","Todos los contratos privados celebrados por poderes adjudicadores","Únicamente los contratos sujetos a regulación armonizada","Solo los contratos de obras y concesiones","1","El artículo 25.1.a de la LCSP establece que tienen carácter administrativo, siempre que se celebren por una Administración Pública, los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios, con las excepciones previstas en el propio precepto."
"👑 ¿Cuál de las siguientes afirmaciones distingue correctamente los contratos administrativos de los contratos privados conforme a los artículos 25 y 26 de la LCSP?","Los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios celebrados por una Administración Pública tienen carácter administrativo, salvo las excepciones previstas en la Ley, mientras que determinados contratos celebrados por Administraciones Públicas tienen carácter privado.","Todos los contratos celebrados por una Administración Pública tienen carácter administrativo, mientras que los celebrados por entidades del sector público que no sean Administración Pública tienen carácter privado.","Los contratos sujetos a regulación armonizada tienen siempre carácter administrativo, con independencia de la naturaleza de la entidad contratante.","Los contratos de suministro y servicios celebrados por una Administración Pública tienen siempre carácter privado cuando su valor estimado sea inferior al umbral de regulación armonizada.","1","El artículo 25.1.a de la LCSP atribuye carácter administrativo, cuando son celebrados por una Administración Pública, a los contratos de obras, concesión de obras, concesión de servicios, suministro y servicios, con las excepciones previstas en la propia Ley. El artículo 26 regula los contratos privados, entre ellos determinados contratos celebrados por Administraciones Públicas y los contratos celebrados por entidades del sector público que no tengan la condición de Administración Pública."
"¿Cuál de los siguientes contratos de servicios celebrados por una Administración Pública tiene carácter privado conforme al artículo 25?","Los servicios financieros comprendidos en los códigos CPV establecidos legalmente","Los servicios ordinarios de limpieza de edificios administrativos","Los servicios de mantenimiento de instalaciones universitarias","Los servicios de asistencia técnica informática no incluidos en una excepción legal","1","El artículo 25.1.a.1.º establece como privados determinados contratos de servicios financieros, además de determinados contratos artísticos, literarios y de espectáculos."
"¿Qué ocurre con los contratos de una Administración Pública cuyo objeto sea la suscripción a revistas, publicaciones periódicas y bases de datos?","Tienen carácter privado","Tienen necesariamente carácter administrativo especial","Tienen necesariamente carácter administrativo típico","Se consideran contratos de suministro en todo caso","1","El artículo 25.1.a.2.º establece expresamente que estos contratos tienen carácter privado."
"⭐⭐⭐ ¿Cuál de las siguientes afirmaciones identifica correctamente un contrato administrativo especial conforme al artículo 25.1.b) de la LCSP?","Es aquel que, teniendo un objeto distinto de los contratos administrativos típicos, está vinculado al giro o tráfico específico de la Administración contratante o satisface directamente una finalidad pública de su específica competencia","Es aquel que, aun teniendo un objeto propio de un contrato administrativo típico, se califica como especial por estar vinculado al giro o tráfico específico de la Administración contratante","Es aquel que tiene carácter privado por no corresponder su objeto a ninguno de los contratos administrativos típicos, aunque satisfaga directamente una finalidad pública de competencia de la Administración","Es aquel que, con independencia de su objeto, satisface una finalidad pública general y se encuentra sometido a las reglas aplicables a los contratos administrativos típicos","1","El artículo 25.1.b) de la LCSP considera administrativos especiales los contratos celebrados por una Administración Pública que tengan un objeto distinto de los contratos administrativos típicos y estén vinculados al giro o tráfico específico de la Administración contratante o satisfagan directamente una finalidad pública de la específica competencia de aquella."
"¿Qué régimen jurídico se aplica a los contratos administrativos en cuanto a preparación, adjudicación, efectos, modificación y extinción?","La LCSP y sus disposiciones de desarrollo; supletoriamente, las restantes normas de derecho administrativo y, en defecto de estas, las de derecho privado","Exclusivamente el derecho privado, salvo en materia de adjudicación","La LCSP únicamente durante la preparación y adjudicación, aplicándose después siempre el derecho privado","Exclusivamente las normas específicas de cada Administración Pública","1","El artículo 25.2 establece esta aplicación sucesiva: LCSP y desarrollo; supletoriamente, derecho administrativo; y, en defecto de este, derecho privado."
"¿Cuál de los siguientes contratos tiene carácter privado conforme al artículo 26.1?","El celebrado por una entidad del sector público que sea poder adjudicador pero no tenga la condición de Administración Pública","Todo contrato celebrado por una Administración Pública","Todo contrato celebrado por una entidad del sector público que tenga la consideración de Administración Pública","Únicamente los contratos sujetos a regulación armonizada celebrados por Administraciones Públicas","1","El artículo 26.1.b establece expresamente como privados los contratos celebrados por entidades del sector público que sean poderes adjudicadores pero no tengan la condición de Administraciones Públicas."
"¿Qué carácter tienen los contratos celebrados por entidades del sector público que no tengan la condición de poder adjudicador?","Carácter privado","Carácter administrativo típico","Carácter administrativo especial","Carácter SARA en todo caso","1","El artículo 26.1.c establece que los contratos celebrados por entidades del sector público que no tengan la condición de poder adjudicador son contratos privados."
"¿Cómo se rigen, en cuanto a sus efectos, modificación y extinción, los contratos privados celebrados por las Administraciones Públicas?","Por el derecho privado, sin perjuicio de las especialidades previstas por la Ley para determinados contratos","Por la LCSP en todos sus extremos","Exclusivamente por las normas de derecho administrativo","Por el derecho público mientras el contrato esté sujeto a regulación armonizada","1","El artículo 26.2 establece que los contratos privados de las Administraciones Públicas se rigen, en cuanto a sus efectos, modificación y extinción, por el derecho privado, con las especialidades legalmente previstas."
