"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"¿Qué debe garantizar la utilización de criterios de adjudicación?","Que permitan obtener obras, suministros y servicios de gran calidad y que respondan lo mejor posible a las necesidades del órgano de contratación","Que siempre resulte adjudicataria la oferta económicamente más barata","Que todos los criterios sean exclusivamente económicos","Que el procedimiento favorezca a las empresas de mayor tamaño","1","El artículo 145 vincula los criterios de adjudicación con la obtención de prestaciones de calidad y la mejor satisfacción de las necesidades públicas."
"¿Qué relación deben guardar los criterios de adjudicación con el objeto del contrato?","Deben estar vinculados al objeto del contrato","Deben referirse exclusivamente a las características generales de la empresa","Pueden referirse a cualquier actividad del licitador aunque no tenga relación con el contrato","Deben referirse únicamente a la experiencia anterior","1","El artículo 145 exige que los criterios de adjudicación estén vinculados al objeto del contrato."
"¿Puede utilizarse como criterio de adjudicación la organización, cualificación y experiencia del personal encargado de ejecutar el contrato?","Sí, cuando la calidad del personal pueda afectar de manera significativa a la mejor ejecución del contrato","No, nunca puede valorarse el personal","Sí, siempre que la empresa tenga más de 50 trabajadores","Solo en contratos de suministro","1","El artículo 145 permite valorar la organización, cualificación y experiencia del personal cuando la calidad del personal pueda afectar significativamente a la mejor ejecución del contrato."
"¿Qué diferencia fundamental existe entre criterios de solvencia y criterios de adjudicación?","La solvencia se refiere a la capacidad del empresario para ejecutar el contrato, mientras que los criterios de adjudicación permiten valorar la mejor oferta","Ambos conceptos son equivalentes","La solvencia solo se aplica al precio y la adjudicación a la capacidad jurídica","Los criterios de adjudicación determinan quién puede licitar y la solvencia quién gana","1","La solvencia sirve para acreditar que el empresario puede ejecutar el contrato; los criterios de adjudicación permiten comparar las ofertas admisibles y determinar la mejor conforme a las reglas establecidas."
"¿Qué debe contener el anuncio de licitación respecto de los criterios de adjudicación?","Los criterios de adjudicación y su ponderación o, cuando no sea posible, su orden decreciente de importancia","Solo el criterio de precio","Únicamente la puntuación máxima total","Los criterios pueden mantenerse secretos hasta la adjudicación","1","Los criterios deben ser conocidos por los licitadores desde la licitación y aplicarse conforme a la ponderación o reglas establecidas en los pliegos y anuncio."
"¿Qué debe hacer el órgano de contratación cuando una oferta parece anormalmente baja?","Debe seguir el procedimiento previsto legalmente para que el licitador justifique los extremos que correspondan antes de decidir sobre su aceptación o rechazo","Debe rechazarla automáticamente","Debe adjudicarla directamente por ser la oferta más económica","Debe negociar el precio con el licitador","1","El artículo 149 establece un procedimiento específico para identificar y justificar ofertas anormalmente bajas. No pueden rechazarse automáticamente por el mero hecho de parecer bajas."
"¿Qué puede justificar una oferta anormalmente baja?","Entre otros elementos, valores relativos a ahorros obtenidos, soluciones técnicas adoptadas, condiciones excepcionalmente favorables o respeto de obligaciones aplicables","Únicamente que el licitador tenga una elevada facturación","Solo que la empresa tenga más de diez años de experiencia","La existencia de una garantía definitiva superior a la exigida","1","El artículo 149 contempla distintos elementos que pueden justificar el nivel de precios o costes propuesto, incluidos aspectos técnicos, condiciones favorables y cumplimiento de obligaciones sociales, laborales y ambientales."
"¿Qué ocurre si una oferta anormalmente baja se debe a un incumplimiento de obligaciones aplicables en materia medioambiental, social o laboral?","Debe rechazarse en los términos establecidos por la Ley","Debe aceptarse si es la oferta económicamente más ventajosa","Debe negociarse con el licitador","Debe concederse automáticamente una puntuación adicional","1","El régimen del artículo 149 impide aceptar ofertas anormalmente bajas cuando el nivel de precios o costes deriva del incumplimiento de las obligaciones aplicables."
"¿Qué plazo general tiene el órgano de contratación para adjudicar un contrato cuando el único criterio sea el precio?","Quince días desde el siguiente a la apertura de las proposiciones","Diez días desde la publicación del anuncio","Treinta días desde la formalización","Dos meses desde la aprobación del expediente","1","El artículo 158 establece un plazo de 15 días para adjudicar cuando el único criterio sea el precio."
"¿Qué plazo tiene el órgano de contratación cuando para adjudicar se utilizan varios criterios o un único criterio sujeto a juicio de valor?","Dos meses desde la apertura de las proposiciones, salvo que se haya establecido otro en el pliego","Quince días en todos los casos","Treinta días desde la publicación del anuncio","Tres meses desde la aprobación del expediente","1","El artículo 158 establece, con carácter general, dos meses desde la apertura de las proposiciones cuando se utilizan varios criterios o un único criterio sujeto a juicio de valor."
"¿Qué ocurre si el procedimiento de adjudicación excede del plazo establecido para efectuar la adjudicación?","Los licitadores tienen derecho a retirar su proposición","El contrato queda automáticamente adjudicado al primer licitador","La mesa debe ampliar automáticamente el plazo","El órgano de contratación debe reiniciar necesariamente todo el expediente","1","El artículo 158 establece que, transcurridos los plazos sin adjudicación, los licitadores tienen derecho a retirar su proposición."
"¿Qué característica define al procedimiento abierto simplificado?","Está destinado a determinados contratos que cumplen los límites y requisitos establecidos legalmente y permite una tramitación más ágil manteniendo la concurrencia","Solo pueden participar tres empresas previamente seleccionadas","Permite negociar las ofertas","Se utiliza exclusivamente para contratos menores","1","El artículo 159 regula el procedimiento abierto simplificado como una modalidad de procedimiento abierto con requisitos y tramitación simplificada para determinados contratos."
"¿Qué límite de valor estimado se establece con carácter general para utilizar el procedimiento abierto simplificado?","2.000.000 de euros en obras y los límites establecidos legalmente para suministros y servicios, con las especialidades del artículo 159","5.404.000 euros para todos los contratos","40.000 euros para obras y 15.000 euros para servicios","10.000.000 de euros para obras y 1.000.000 para servicios","1","El artículo 159 establece los límites de valor estimado que permiten utilizar el procedimiento abierto simplificado, diferenciando entre obras y contratos de suministros y servicios."
"En el procedimiento abierto simplificado, ¿qué porcentaje máximo pueden representar los criterios evaluables mediante juicio de valor con carácter general?","El 25 por ciento del total, salvo cuando se trate de prestaciones de carácter intelectual, en cuyo caso puede alcanzar el 45 por ciento","El 50 por ciento en todos los contratos","El 10 por ciento en todos los contratos","El 75 por ciento salvo en obras","1","El artículo 159 limita con carácter general la ponderación de los criterios evaluables mediante juicio de valor al 25 por ciento, elevándola al 45 por ciento en prestaciones de carácter intelectual."
"¿Qué plazo mínimo debe concederse para presentar proposiciones en el procedimiento abierto simplificado?","Quince días desde el día siguiente a la publicación del anuncio en el perfil de contratante","Cinco días desde la invitación","Treinta y cinco días desde el envío al DOUE en todos los casos","Diez días desde la aprobación del expediente","1","El artículo 159 establece un plazo mínimo de 15 días para presentar proposiciones, contado desde el día siguiente a la publicación del anuncio en el perfil de contratante. En contratos de obras, el plazo es de 20 días."
"¿Cuál es el plazo mínimo de presentación de proposiciones en el procedimiento abierto simplificado cuando se trata de contratos de obras?","Veinte días","Quince días","Diez días","Treinta y cinco días","1","El artículo 159 establece un plazo mínimo de 20 días para los contratos de obras."
"¿Cómo deben presentarse las proposiciones en el procedimiento abierto simplificado?","Únicamente en el registro indicado en el anuncio de licitación y de forma electrónica cuando resulte exigible conforme a la Ley","Siempre presencialmente en el registro de la Universidad","Mediante correo certificado salvo autorización del órgano de contratación","En cualquier medio elegido libremente por el licitador","1","El procedimiento abierto simplificado está diseñado para tramitarse de forma electrónica conforme a las reglas del artículo 159."
"¿Qué característica tiene la acreditación de la solvencia en el procedimiento abierto simplificado?","Los licitadores deben estar inscritos en el Registro Oficial de Licitadores y Empresas Clasificadas del Sector Público o registro equivalente en los términos previstos legalmente","Nunca deben acreditar solvencia","Solo deben presentar una declaración verbal","La solvencia se acredita únicamente después de la adjudicación","1","El artículo 159 establece requisitos específicos de inscripción registral para participar en el procedimiento abierto simplificado, con el régimen transitorio y excepciones previstas legalmente."
"¿Cómo se presenta la documentación en el procedimiento abierto simplificado?","En un único sobre o archivo electrónico cuando todos los criterios sean cuantificables mediante fórmulas, y en los demás casos conforme a la estructura prevista legalmente","Siempre en cuatro sobres físicos","Siempre en un único sobre aunque existan criterios sujetos a juicio de valor","Únicamente mediante documentación presentada por el adjudicatario","1","El artículo 159 regula la presentación de las proposiciones mediante archivos electrónicos y distingue los supuestos según existan o no criterios sujetos a juicio de valor."
"¿Qué ocurre con la apertura de las proposiciones en el procedimiento abierto simplificado?","Se realiza electrónicamente y no se celebra acto público de apertura cuando así lo establece la regulación específica","Siempre debe celebrarse un acto público presencial","La mesa puede abrirlas antes de finalizar el plazo","Las ofertas económicas deben abrirse en presencia de todos los licitadores","1","El artículo 159 establece una tramitación electrónica de las proposiciones y mecanismos que garantizan que no sean conocidas antes de finalizar el plazo de presentación."
"¿Se exige garantía provisional en el procedimiento abierto simplificado?","No","Sí, siempre del 3 por ciento del presupuesto base de licitación","Sí, del 5 por ciento del valor estimado","Solo cuando el contrato sea de obras","1","El procedimiento abierto simplificado no exige garantía provisional."
"¿Se exige garantía definitiva en el procedimiento abierto simplificado?","Sí, con carácter general, conforme a las reglas de la LCSP","No, nunca se exige","Solo si el contrato supera 100.000 euros","Únicamente cuando existan criterios sujetos a juicio de valor","1","A diferencia del procedimiento abierto simplificado abreviado, el procedimiento abierto simplificado ordinario mantiene con carácter general la exigencia de garantía definitiva."
"¿Qué caracteriza al procedimiento simplificado abreviado del artículo 159.6?","Permite una tramitación aún más simplificada para contratos de determinados importes y características, con las especialidades previstas legalmente","Es un procedimiento negociado sin publicidad","Solo puede utilizarse en contratos SARA","Requiere necesariamente una fase de selección de candidatos","1","El artículo 159.6 establece una modalidad aún más simplificada del procedimiento abierto para determinados contratos de obras, suministros y servicios."
"En el procedimiento abierto simplificado abreviado, ¿se exige acreditar la solvencia económica y financiera y técnica o profesional?","No","Sí, siempre antes de presentar la oferta","Sí, pero únicamente la solvencia económica","Sí, únicamente en contratos de servicios","1","El artículo 159.6.b exime a los licitadores de acreditar la solvencia económica y financiera y técnica o profesional."
"¿Cuántos sobres o archivos electrónicos se utilizan en el procedimiento abierto simplificado abreviado?","Uno","Dos","Tres","Cuatro","1","El artículo 159.6.c establece que la oferta se entrega en un único sobre o archivo electrónico."
"¿Cómo deben evaluarse las ofertas en el procedimiento abierto simplificado abreviado?","Con criterios de adjudicación cuantificables mediante la mera aplicación de fórmulas establecidas en los pliegos","Mediante criterios exclusivamente sujetos a juicio de valor","Mediante negociación individual con cada licitador","Mediante un jurado independiente","1","El artículo 159.6.c exige que las ofertas se evalúen, en todo caso, mediante criterios cuantificables por la mera aplicación de fórmulas."
"¿Se requiere garantía definitiva en el procedimiento abierto simplificado abreviado?","No","Sí, siempre del 5 por ciento","Sí, del 3 por ciento","Solo en contratos de servicios","1","El artículo 159.6.f establece expresamente que no se requerirá la constitución de garantía definitiva."
"¿Cómo puede formalizarse el contrato en el procedimiento abierto simplificado abreviado?","Mediante la firma de aceptación por el contratista de la resolución de adjudicación","Únicamente mediante escritura pública","Solo mediante firma electrónica del pliego por el Consejo de Gobierno","Mediante contrato verbal cuando sea inferior a 15.000 euros","1","El artículo 159.6.g permite formalizar el contrato mediante la firma de aceptación por el contratista de la resolución de adjudicación."
"En el procedimiento abierto simplificado abreviado, ¿qué ocurre con las ofertas y documentación de valoración desde la notificación de la adjudicación?","Son accesibles de forma abierta por medios informáticos sin restricción alguna","Permanecen reservadas durante cinco años","Solo pueden consultarlas los licitadores participantes","Se destruyen una vez adjudicado el contrato","1","El artículo 159.6.e establece que las ofertas presentadas y la documentación relativa a su valoración serán accesibles de forma abierta por medios informáticos desde la notificación de la adjudicación."
"¿Cuál es la característica esencial del procedimiento restringido?","Cualquier empresa interesada puede solicitar participar, pero solo pueden presentar proposiciones los empresarios seleccionados por el órgano de contratación atendiendo a su solvencia","Solo pueden participar los empresarios previamente invitados por el órgano de contratación","Cualquier empresario puede presentar directamente una proposición, sin fase previa de selección","Solo pueden participar los empresarios que hayan participado en una consulta preliminar del mercado","1","El artículo 160.1 y 160.2 distingue claramente dos fases: cualquier empresa puede presentar una solicitud de participación, pero únicamente los empresarios seleccionados en atención a su solvencia pueden presentar posteriormente proposición. :contentReference[oaicite:2]{index=2}"
"¿Puede cualquier empresa interesada presentar directamente una proposición en un procedimiento restringido?","No, primero debe presentar una solicitud de participación y ser seleccionada por el órgano de contratación","Sí, siempre que cumpla los requisitos de solvencia","Sí, pero únicamente durante los primeros quince días","Sí, salvo que el contrato sea sujeto a regulación armonizada","1","En el procedimiento restringido existe una fase previa de selección. Las empresas presentan solicitudes de participación, y solo las seleccionadas pueden presentar proposiciones. :contentReference[oaicite:3]{index=3}"
"¿En atención a qué circunstancia son seleccionados los empresarios que pasan a la fase de presentación de proposiciones?","A su solvencia, conforme a los criterios objetivos establecidos previamente","Al precio que hayan ofrecido en la solicitud de participación","A la antigüedad de la empresa","A la puntuación obtenida en una negociación previa","1","El artículo 160.2 establece expresamente que la selección se realiza en atención a la solvencia de los empresarios. :contentReference[oaicite:4]{index=4}"
"¿Puede negociarse el contenido del contrato con los solicitantes o candidatos en un procedimiento restringido?","No, está prohibida toda negociación de los términos del contrato","Sí, pero únicamente con los candidatos finalmente seleccionados","Sí, cuando existan menos de cinco candidatos","Sí, exclusivamente respecto del precio","1","El artículo 160.3 prohíbe toda negociación de los términos del contrato con los solicitantes o candidatos. Esta es una diferencia esencial respecto de los procedimientos con negociación. :contentReference[oaicite:5]{index=5}"
"¿Para qué tipo de prestaciones considera la LCSP especialmente adecuado el procedimiento restringido?","Para servicios intelectuales de especial complejidad, como determinados servicios de consultoría, arquitectura o ingeniería","Para cualquier contrato menor de suministro","Exclusivamente para contratos de obras de emergencia","Para contratos en los que el órgano de contratación quiera negociar el precio","1","El artículo 160.4 señala especialmente los servicios intelectuales de especial complejidad, como determinados servicios de consultoría, arquitectura o ingeniería. :contentReference[oaicite:6]{index=6}"
"¿Pueden los pliegos prever primas o compensaciones para los licitadores en un procedimiento restringido?","Sí, en contratos de servicios cuando la presentación de la oferta implique la realización de determinados desarrollos","No, las primas están prohibidas en el procedimiento restringido","Sí, pero únicamente en contratos de obras","Sí, siempre que participen más de cinco candidatos","1","El artículo 160.2 permite que los pliegos contemplen primas o compensaciones por gastos de los licitadores en contratos de servicios cuando presentar la oferta implique determinados desarrollos. :contentReference[oaicite:7]{index=7}"
"En un contrato sujeto a regulación armonizada, ¿cuál es el plazo mínimo general para presentar solicitudes de participación en un procedimiento restringido?","Treinta días desde el envío del anuncio de licitación a la Oficina de Publicaciones de la Unión Europea","Treinta y cinco días desde la publicación en el perfil de contratante","Quince días desde la publicación del anuncio","Diez días desde el envío de la invitación","1","El artículo 161.1 establece un plazo mínimo de treinta días desde el envío del anuncio de licitación a la Oficina de Publicaciones de la Unión Europea. :contentReference[oaicite:8]{index=8}"
"Cuando un procedimiento restringido sujeto a regulación armonizada se tramita por urgencia, ¿cuál es el plazo mínimo para presentar solicitudes de participación en contratos de obras, suministros y servicios?","Quince días desde el envío del anuncio de licitación","Diez días desde el envío del anuncio","Cinco días desde la publicación del perfil","Veinte días desde la aprobación del expediente","1","El artículo 161.1 permite reducir el plazo cuando el plazo general sea impracticable por urgencia, pero este no puede ser inferior a quince días desde el envío del anuncio de licitación. :contentReference[oaicite:9]{index=9}"
"En un contrato no sujeto a regulación armonizada, ¿cuál es el plazo mínimo para presentar solicitudes de participación en un procedimiento restringido?","Quince días desde la publicación del anuncio de licitación","Diez días desde la publicación del anuncio","Treinta días desde el envío del anuncio a la Unión Europea","Veintiséis días desde la publicación del perfil","1","El artículo 161.3 fija para los contratos no SARA un plazo mínimo de quince días desde la publicación del anuncio de licitación. :contentReference[oaicite:10]{index=10}"
"¿Qué documentación debe acompañar a las solicitudes de participación en un procedimiento restringido?","La documentación prevista en el artículo 140, salvo el documento acreditativo de la constitución de la garantía provisional","La oferta económica completa y la garantía definitiva","Únicamente una declaración responsable","El pliego firmado y la garantía definitiva","1","El artículo 161.4 exige que las solicitudes vayan acompañadas de la documentación del artículo 140, exceptuando el documento acreditativo de la constitución de la garantía provisional. :contentReference[oaicite:11]{index=11}"
"¿Cuándo debe establecer el órgano de contratación los criterios objetivos de solvencia para seleccionar candidatos en un procedimiento restringido?","Con carácter previo al anuncio de licitación","Después de recibir las solicitudes de participación","Después de seleccionar a los candidatos","Después de recibir las proposiciones","1","El artículo 162.1 exige que, antes del anuncio de licitación, el órgano de contratación haya establecido los criterios objetivos de solvencia con los que se seleccionarán los candidatos. :contentReference[oaicite:12]{index=12}"
"¿De qué artículos deben extraerse los criterios objetivos de solvencia para la selección de candidatos en un procedimiento restringido?","De los artículos 87 a 91 de la LCSP","De los artículos 131 a 135","De los artículos 145 a 149","De los artículos 156 a 159","1","El artículo 162.1 remite expresamente a los criterios de solvencia señalados en los artículos 87 a 91. :contentReference[oaicite:13]{index=13}"
