"¿Qué requisito general exige la LCSP para la celebración de contratos por las Administraciones Públicas?","La previa tramitación del correspondiente expediente de contratación","La autorización previa del Consejo de Gobierno en todos los casos","La consulta preliminar obligatoria al mercado","La publicación previa del contrato durante treinta días","1","El artículo 116.1 establece que la celebración de contratos por las Administraciones Públicas requiere la previa tramitación del correspondiente expediente."
"¿Quién inicia el expediente de contratación?","El órgano de contratación","La mesa de contratación","El responsable del contrato","El contratista que vaya a resultar adjudicatario","1","El artículo 116.1 establece que el expediente se inicia por el órgano de contratación."
"¿Qué debe motivarse al iniciar el expediente de contratación?","La necesidad del contrato en los términos previstos en el artículo 28","La elección del adjudicatario definitivo","La oferta económicamente más ventajosa","La clasificación empresarial del contratista","1","El artículo 116.1 exige que el órgano de contratación inicie el expediente motivando la necesidad del contrato conforme al artículo 28."
"¿Dónde debe publicarse la iniciación del expediente de contratación?","En el perfil de contratante","Exclusivamente en el BOE","En el Registro Oficial de Licitadores","Únicamente en el tablón interno de la Universidad","1","El artículo 116.1 establece que la iniciación del expediente deberá publicarse en el perfil de contratante."
"Cuando la ejecución del contrato requiera la cesión de datos por entidades del sector público al contratista, ¿qué debe especificarse en el expediente?","La finalidad del tratamiento de los datos que vayan a ser cedidos","El nombre de todos los empleados del contratista que accederán a los datos","El precio individual de cada dato cedido","El plazo máximo de conservación de cualquier dato, aunque no sea objeto del contrato","1","El artículo 116.1 exige especificar en el expediente cuál será la finalidad del tratamiento de los datos que vayan a ser cedidos."
"¿A qué debe referirse el expediente de contratación?","A la totalidad del objeto del contrato, sin perjuicio de la regulación específica de los contratos adjudicados por lotes","Únicamente al lote de mayor valor","Exclusivamente a la prestación principal","A cada factura que posteriormente emita el contratista","1","El artículo 116.2 establece que el expediente debe referirse a la totalidad del objeto del contrato, sin perjuicio de lo previsto para los contratos adjudicados por lotes."
"¿Qué documentos deben incorporarse, con carácter general, al expediente de contratación?","El pliego de cláusulas administrativas particulares y el de prescripciones técnicas","Únicamente el presupuesto base de licitación","Solo el pliego de prescripciones técnicas","Exclusivamente el informe de necesidad","1","El artículo 116.3 exige incorporar al expediente los pliegos de cláusulas administrativas particulares y de prescripciones técnicas que hayan de regir el contrato."
"¿Qué documento sustituye a los pliegos en un procedimiento de diálogo competitivo?","El documento descriptivo previsto en el artículo 174","El documento de licitación del artículo 221.5","La memoria justificativa del contrato","El informe de necesidad","1","El artículo 116.3 establece que, en el diálogo competitivo, los pliegos son sustituidos por el documento descriptivo del artículo 174."
"En un procedimiento para adjudicar contratos basados en un acuerdo marco mediante nueva licitación, ¿qué sustituye a los pliegos?","El documento de licitación previsto en el artículo 221.5","El documento descriptivo del diálogo competitivo","El informe de insuficiencia de medios","La resolución de adjudicación del acuerdo marco","1","El artículo 116.3 establece esta especialidad para los contratos basados en acuerdos marco adjudicados mediante nueva licitación."
"¿Qué documento acredita, con carácter general, la existencia de crédito en el expediente de contratación?","El certificado de existencia de crédito","El informe de necesidad","El pliego de prescripciones técnicas","El anuncio de licitación","1","El artículo 116.3 exige incorporar el certificado de existencia de crédito, salvo el régimen específico de entidades con presupuesto estimativo."
"¿Qué debe justificarse respecto del procedimiento de licitación elegido?","La elección del procedimiento de licitación","Únicamente el procedimiento abierto","Solo los procedimientos sujetos a regulación armonizada","La elección del procedimiento únicamente cuando sea abierto","1","El artículo 116.4.a exige justificar adecuadamente la elección del procedimiento de licitación."
"¿Qué debe justificarse respecto de la clasificación que se exija a los participantes?","La clasificación que se exija a los participantes","La clasificación únicamente del adjudicatario","La clasificación de la Administración contratante","La clasificación únicamente cuando el contrato sea menor","1","El artículo 116.4.b incluye entre los extremos que deben justificarse la clasificación exigida a los participantes."
"¿Qué elementos relativos a la solvencia deben justificarse en el expediente?","Los criterios de solvencia técnica o profesional y económica y financiera","Únicamente la solvencia económica","Solo la solvencia técnica del adjudicatario","La solvencia exclusivamente cuando el contrato sea SARA","1","El artículo 116.4.c exige justificar los criterios de solvencia técnica o profesional y económica y financiera, junto con los criterios de adjudicación y condiciones especiales de ejecución."
"¿Qué debe justificarse respecto del valor estimado del contrato?","El valor estimado con indicación de todos los conceptos que lo integran, incluyendo siempre los costes laborales si existen","Únicamente el presupuesto base de licitación con IVA","Solo el importe de las prórrogas","Exclusivamente el precio ofertado por el adjudicatario","1","El artículo 116.4.d exige justificar el valor estimado y todos los conceptos que lo integran, incluyendo siempre los costes laborales cuando existan."
"¿Cómo debe ser la relación entre la necesidad de la Administración y el objeto del contrato?","Directa, clara y proporcional","Indirecta, suficiente y orientativa","Exclusivamente económica","Proporcional únicamente al presupuesto base de licitación","1","El artículo 116.4.e exige justificar la necesidad y su relación con el objeto del contrato, que debe ser directa, clara y proporcional."
"¿Qué informe específico debe incorporarse en los contratos de servicios?","El informe de insuficiencia de medios","El informe de suficiencia presupuestaria","El informe del contratista anterior","El informe de la mesa de contratación","1","El artículo 116.4.f exige el informe de insuficiencia de medios en los contratos de servicios."
"¿Debe justificarse en el expediente la decisión de no dividir el contrato en lotes?","Sí, cuando se decida no dividirlo","No, porque la división en lotes nunca necesita justificación","Solo cuando el contrato sea de obras","Solo cuando lo solicite un licitador","1","El artículo 116.4.g exige justificar la decisión de no dividir en lotes el objeto del contrato."
"Si la financiación de un contrato procede de distintas fuentes, ¿cómo se tramita el expediente?","Se tramita un solo expediente por el órgano de contratación al que corresponda la adjudicación","Debe tramitarse un expediente independiente por cada fuente de financiación","Debe tramitarlo exclusivamente la fuente que aporte la mayor cantidad","Debe tramitarse un expediente separado para cada anualidad","1","El artículo 116.5 establece que, cuando la financiación proceda de distintas fuentes, se tramitará un solo expediente por el órgano de contratación competente para adjudicar."
"Cuando existen aportaciones de distinta procedencia, ¿qué debe acreditarse en el expediente?","La plena disponibilidad de todas las aportaciones y el orden de su abono, con una garantía para su efectividad","Únicamente la disponibilidad de la aportación principal","Solo la procedencia de los fondos europeos","La existencia de crédito de la Administración contratante, sin más requisitos","1","El artículo 116.5 exige acreditar la plena disponibilidad de todas las aportaciones, determinar el orden de abono e incluir una garantía para su efectividad."
"¿Qué actuación procede una vez completado el expediente de contratación?","El órgano de contratación debe dictar resolución motivada aprobándolo y disponiendo la apertura del procedimiento de adjudicación","La mesa debe adjudicar directamente el contrato","El responsable del contrato debe iniciar la ejecución","El contratista debe presentar la primera factura","1","El artículo 117.1 establece que, completado el expediente, el órgano de contratación dicta resolución motivada aprobándolo y disponiendo la apertura del procedimiento de adjudicación."
"¿Qué efecto produce normalmente la resolución de aprobación del expediente respecto del gasto?","Implica también la aprobación del gasto","Implica únicamente la autorización de la licitación","No tiene ningún efecto presupuestario","Implica directamente el pago al contratista","1","El artículo 117.1 establece que la resolución de aprobación del expediente implica también la aprobación del gasto, salvo los supuestos excepcionales previstos legalmente."
"¿Dónde debe publicarse la resolución de aprobación del expediente?","En el perfil de contratante","En el BOE exclusivamente","En el Registro de Contratos del Sector Público antes de la licitación","Solo en el expediente interno","1","El artículo 117.1 dispone que la resolución de aprobación debe publicarse en el perfil de contratante."
"¿Puede ultimarse un expediente de contratación cuya ejecución comience en el ejercicio presupuestario siguiente?","Sí, puede ultimarse incluso con la adjudicación y formalización aunque la ejecución comience en el ejercicio siguiente","No, la adjudicación debe esperar al comienzo del ejercicio siguiente","Solo si el contrato es menor","Solo si la ejecución comienza dentro de los treinta días siguientes","1","El artículo 117.2 permite ultimar el expediente incluso con adjudicación y formalización aunque la ejecución se inicie en el ejercicio siguiente, con las limitaciones presupuestarias aplicables."
"¿Qué se entiende por contrato menor según el artículo 118?","El contrato cuyo valor estimado sea inferior a 40.000 euros en obras o a 15.000 euros en suministros o servicios","El contrato cuyo precio sea igual o inferior a 40.000 euros en todos los casos","El contrato cuyo presupuesto base de licitación sea inferior a 15.000 euros con IVA","Cualquier contrato inferior a 50.000 euros","1","El artículo 118.1 establece los umbrales de contrato menor atendiendo al valor estimado: inferior a 40.000 euros para obras y a 15.000 euros para suministros o servicios."
"¿Los umbrales de los contratos menores se refieren al valor estimado o al precio con IVA?","Al valor estimado","Al precio final con IVA","Al presupuesto base de licitación con IVA","Al importe de adjudicación sin IVA","1","El artículo 118.1 utiliza expresamente el valor estimado del contrato para determinar si es menor."
"En un contrato menor, ¿qué debe justificar el órgano de contratación mediante informe?","La necesidad del contrato y que no se está alterando su objeto para evitar los umbrales de los contratos menores","Únicamente que existe crédito suficiente","La identidad del futuro adjudicatario","La imposibilidad de utilizar el procedimiento abierto","1","El artículo 118.2 exige un informe del órgano de contratación que motive la necesidad del contrato y que no se está alterando su objeto con la finalidad de evitar los umbrales legales."
"¿Qué documentos se requieren, con carácter general, en el expediente de un contrato menor?","La aprobación del gasto y la incorporación de la factura correspondiente","La mesa de contratación y la clasificación empresarial","La publicación previa del anuncio durante treinta días","La garantía definitiva y el certificado SARA","1","El artículo 118.3 exige la aprobación del gasto y la incorporación de la factura correspondiente."
"¿Qué documento adicional debe incorporarse en un contrato menor de obras?","El presupuesto de las obras","El informe de insuficiencia de medios","La clasificación del contratista","La memoria económica de todas las obras realizadas por la Universidad","1","El artículo 118.4 exige añadir el presupuesto de las obras, sin perjuicio del proyecto cuando resulte exigible."
"En un contrato menor de obras, ¿cuándo debe solicitarse informe de las oficinas o unidades de supervisión?","Cuando el trabajo afecte a la estabilidad, seguridad o estanqueidad de la obra","Siempre, con independencia del objeto","Únicamente cuando el valor estimado supere 15.000 euros","Solo cuando se trate de una obra SARA","1","El artículo 118.4 exige solicitar el informe de supervisión cuando el trabajo afecte a la estabilidad, seguridad o estanqueidad de la obra."
"¿Cuándo no se aplica la exigencia del informe de necesidad del artículo 118.2 a los contratos menores?","Cuando el pago se realice mediante anticipo de caja fija u otro sistema similar para pagos menores y el valor estimado no exceda de 5.000 euros","Cuando el contrato sea de obras","Cuando el valor estimado sea inferior a 15.000 euros en cualquier caso","Cuando el contrato se tramite por procedimiento abierto","1","El artículo 118.5 establece esta excepción para pagos mediante anticipo de caja fija u otro sistema similar, siempre que el valor estimado no exceda de 5.000 euros."
"¿Cómo deben publicarse los contratos menores?","En la forma prevista en el artículo 63.4","Exclusivamente mediante anuncio previo de licitación","Solo cuando superen los 15.000 euros","Únicamente en el BOE","1","El artículo 118.6 remite al régimen de publicación del artículo 63.4."
"¿Qué contratos pueden ser objeto de tramitación urgente?","Los cuya celebración responda a una necesidad inaplazable o cuya adjudicación deba acelerarse por razones de interés público","Los contratos de importe superior a un millón de euros","Todos los contratos menores","Únicamente los contratos de obras","1","El artículo 119.1 permite la tramitación urgente cuando existe una necesidad inaplazable o cuando la adjudicación debe acelerarse por razones de interés público."
"¿Qué debe contener el expediente para que un contrato sea tramitado por vía urgente?","La declaración de urgencia del órgano de contratación debidamente motivada","La autorización del contratista","Un informe del Consejo de Estado","Una resolución de la mesa de contratación","1","El artículo 119.1 exige que el expediente contenga la declaración de urgencia realizada por el órgano de contratación y debidamente motivada."
"¿Qué régimen general siguen los expedientes tramitados por vía urgente?","El mismo procedimiento que los ordinarios, con las especialidades previstas en el artículo 119","Un procedimiento completamente distinto al ordinario","El procedimiento negociado sin publicidad","El procedimiento de emergencia del artículo 120","1","El artículo 119.2 establece que los expedientes urgentes se tramitan siguiendo el mismo procedimiento que los ordinarios, con determinadas especialidades."
"¿Qué plazo tienen, con carácter general, los órganos que intervienen en la tramitación de un expediente urgente para emitir informes o cumplimentar trámites?","Cinco días","Tres días","Diez días","Quince días","1","El artículo 119.2.a establece un plazo de cinco días para los informes y trámites de los órganos intervinientes."
"¿Puede ampliarse ese plazo de cinco días en un expediente urgente?","Sí, hasta diez días cuando la complejidad del expediente u otra causa igualmente justificada lo impida","Sí, hasta quince días automáticamente","No, nunca puede ampliarse","Sí, hasta treinta días cuando lo solicite el contratista","1","El artículo 119.2.a permite ampliar el plazo hasta diez días cuando la complejidad del expediente o una causa igualmente justificada impida cumplir el plazo de cinco días."
"¿Qué sucede con los plazos de licitación, adjudicación y formalización en la tramitación urgente?","Se reducen a la mitad, salvo las excepciones expresamente previstas en el artículo 119","Se reducen siempre a una tercera parte","Se mantienen exactamente igual que en la tramitación ordinaria","Se eliminan todos los plazos de licitación","1","El artículo 119.2.b establece como regla la reducción a la mitad de los plazos de licitación, adjudicación y formalización, con las excepciones que especifica."
"¿Se reduce en un expediente urgente el plazo de quince días hábiles de espera antes de la formalización del artículo 153.3?","No","Sí, se reduce a siete días","Sí, se reduce a cinco días","Sí, se elimina","1","El artículo 119.2.b.1 excluye expresamente de la reducción el plazo de quince días hábiles del artículo 153.3."
"¿Cuál es el plazo máximo para iniciar la ejecución de un contrato tramitado por urgencia contado desde su formalización?","Un mes","Quince días","Dos meses","Tres meses","1","El artículo 119.2.c establece que el plazo de inicio de la ejecución no puede exceder de un mes desde la formalización."
"¿Qué situaciones permiten acudir a la tramitación de emergencia?","Acontecimientos catastróficos, situaciones que supongan grave peligro o necesidades que afecten a la defensa nacional","Cualquier necesidad urgente de la Administración","Cualquier contrato que no pueda adjudicarse mediante procedimiento abierto","La falta de crédito suficiente para un contrato ordinario","1","El artículo 120.1 limita la tramitación de emergencia a actuaciones inmediatas derivadas de acontecimientos catastróficos, situaciones de grave peligro o necesidades que afecten a la defensa nacional."
"En la tramitación de emergencia, ¿es obligatorio tramitar previamente un expediente de contratación?","No","Sí, pero puede tramitarse posteriormente","Sí, salvo en contratos menores","Solo cuando exista crédito suficiente","1","El artículo 120.1.a permite actuar sin obligación de tramitar expediente de contratación."
"En una situación de emergencia, ¿puede contratarse aun cuando no exista crédito suficiente?","Sí, incluso puede actuarse sin existencia de crédito suficiente, procediéndose posteriormente a su dotación conforme a la normativa presupuestaria aplicable","No, la existencia de crédito adecuado y suficiente es siempre requisito previo","Sí, pero únicamente si el contrato es menor","Solo si lo autoriza previamente el Consejo de Ministros","1","El artículo 120.1.a permite, excepcionalmente, actuar incluso sin crédito suficiente. Si no existe crédito adecuado y suficiente, una vez adoptado el acuerdo se procederá a su dotación conforme a la Ley General Presupuestaria."
"En los contratos de emergencia celebrados por entidades públicas estatales, ¿a quién se da cuenta de los acuerdos adoptados?","Al Consejo de Ministros, en el plazo máximo de treinta días","Al Tribunal de Cuentas, en el plazo de quince días","Al Congreso de los Diputados, en el plazo de treinta días","A la Junta Consultiva de Contratación Pública, en el plazo de diez días","1","El artículo 120.1.b establece que, en las entidades públicas estatales indicadas en la norma, se dará cuenta de los acuerdos al Consejo de Ministros en un plazo máximo de treinta días."
"¿Cuál es el plazo máximo para iniciar la ejecución de las prestaciones en la tramitación de emergencia?","Un mes desde la adopción del acuerdo","Un mes desde la formalización","Quince días desde la aprobación del gasto","Tres meses desde la adopción del acuerdo","1","El artículo 120.1.c establece que el inicio de la ejecución no podrá ser superior a un mes contado desde la adopción del acuerdo."
"¿Qué ocurre si en una actuación de emergencia se supera el plazo de un mes para iniciar la ejecución?","La contratación de las prestaciones requerirá la tramitación de un procedimiento ordinario","Se prorroga automáticamente la emergencia","El contrato se convierte automáticamente en urgente","Debe adjudicarse necesariamente mediante procedimiento negociado sin publicidad","1","El artículo 120.1.c establece que, si se excede ese plazo, la contratación de las prestaciones requerirá la tramitación de un procedimiento ordinario."
"¿Qué ocurre con las prestaciones necesarias para completar una actuación de emergencia que no tengan carácter de emergencia?","Deben contratarse mediante la tramitación ordinaria","Se incluyen automáticamente en la emergencia","Se tramitan necesariamente como urgentes","Se adjudican directamente al contratista de la emergencia","1","El artículo 120.2 establece expresamente que las restantes prestaciones necesarias para completar la actuación y que no tengan carácter de emergencia se contratarán mediante la tramitación ordinaria."
"¿Quién puede aprobar pliegos de cláusulas administrativas generales para los contratos de la Administración General del Estado?","El Consejo de Ministros, a iniciativa de los Ministerios interesados, a propuesta del Ministro de Hacienda y Función Pública y previo dictamen del Consejo de Estado","El órgano de contratación de cada contrato","La Junta Consultiva de Contratación Pública del Estado directamente","El Tribunal de Cuentas","1","El artículo 121.1 establece este procedimiento para los pliegos de cláusulas administrativas generales estatales."
"¿Pueden las Comunidades Autónomas y entidades locales aprobar pliegos de cláusulas administrativas generales?","Sí, conforme a sus normas específicas y previo dictamen del Consejo de Estado u órgano consultivo equivalente cuando proceda","No, porque solo puede aprobarlos el Consejo de Ministros","Sí, pero únicamente las Comunidades Autónomas","Solo las entidades locales con autorización estatal","1","El artículo 121.2 permite a las Comunidades Autónomas y entidades locales aprobarlos conforme a sus normas específicas y previo dictamen del órgano consultivo correspondiente cuando exista."
"¿Cuándo deben aprobarse los pliegos de cláusulas administrativas particulares?","Previamente a la autorización del gasto o conjuntamente con ella y siempre antes de la licitación o, si no existe esta, antes de la adjudicación","Después de la adjudicación y antes de la formalización","Después de la licitación y antes de la adjudicación","Únicamente antes de la ejecución del contrato","1","El artículo 122.1 establece este orden temporal."
"¿Cuándo pueden modificarse posteriormente los pliegos de cláusulas administrativas particulares sin necesidad de retrotraer las actuaciones?","Cuando la modificación obedezca a un error material, de hecho o aritmético","Cuando lo solicite un licitador","Cuando la modificación mejore la concurrencia","Siempre que el contrato todavía no haya sido formalizado","1","El artículo 122.1 solo permite modificar posteriormente el pliego por error material, de hecho o aritmético. En otro caso, la modificación conlleva la retroacción de actuaciones."
"¿Quién aprueba los pliegos de cláusulas administrativas particulares?","El órgano de contratación","La mesa de contratación","El responsable del contrato","El contratista adjudicatario","1","El artículo 122.5 atribuye su aprobación al órgano de contratación."
"¿Qué tipo de criterios deben incluirse en los pliegos de cláusulas administrativas particulares?","Los criterios de solvencia y adjudicación del contrato y las condiciones especiales de ejecución que se establezcan","Únicamente los criterios económicos","Solo los criterios de solvencia del adjudicatario","Exclusivamente las condiciones técnicas de ejecución","1","El artículo 122.2 contempla, entre otros contenidos, los criterios de solvencia y adjudicación y las consideraciones sociales, laborales y ambientales que se establezcan como criterios o condiciones especiales de ejecución."
"¿Qué deben recoger los pliegos respecto de las obligaciones salariales?","La obligación del adjudicatario de cumplir las condiciones salariales de los trabajadores conforme al convenio colectivo sectorial de aplicación","La obligación de pagar siempre el salario mínimo interprofesional","La obligación de aplicar exclusivamente el convenio de empresa","Únicamente el salario ofertado por el adjudicatario","1","El artículo 122.2 exige incluir la obligación del adjudicatario de cumplir las condiciones salariales de los trabajadores conforme al convenio colectivo sectorial aplicable."
"¿Qué especialidad existe en los contratos mixtos respecto de los pliegos de cláusulas administrativas particulares?","Debe detallarse el régimen jurídico aplicable a sus efectos, cumplimiento y extinción atendiendo a las normas de las distintas prestaciones fusionadas","Debe aplicarse siempre el régimen jurídico del suministro","Debe aplicarse siempre el régimen jurídico de la prestación de mayor valor","No es necesario determinar el régimen jurídico porque todos los contratos mixtos son privados","1","El artículo 122.2 exige detallar en los contratos mixtos el régimen jurídico aplicable a sus efectos, cumplimiento y extinción según las normas correspondientes a las prestaciones fusionadas."
"¿Qué órgano puede aprobar modelos de pliegos particulares para categorías de contratos de naturaleza análoga?","El órgano de contratación","La Junta Consultiva de Contratación Pública del Estado","El Consejo de Estado","La mesa de contratación","1","El artículo 122.5 permite al órgano de contratación aprobar modelos de pliegos particulares para determinadas categorías de contratos de naturaleza análoga."
"¿Cuándo debe aprobarse el pliego de prescripciones técnicas particulares?","Antes de la autorización del gasto o conjuntamente con ella y siempre antes de la licitación o, si no existe, antes de la adjudicación","Después de la licitación y antes de la formalización","Después de la adjudicación","Únicamente después de aprobar el gasto y la garantía definitiva","1","El artículo 124 establece este momento de aprobación para los pliegos y documentos de prescripciones técnicas particulares."
"¿Por qué causas pueden modificarse posteriormente los pliegos de prescripciones técnicas particulares sin retroacción?","Únicamente por error material, de hecho o aritmético","Por cualquier modificación técnicamente conveniente","Por decisión de la mesa de contratación","Por petición de la mayoría de licitadores","1","El artículo 124 permite modificaciones posteriores únicamente por error material, de hecho o aritmético; en otro caso procede la retroacción."
"¿Qué finalidad deben cumplir las prescripciones técnicas?","Proporcionar a los empresarios acceso en condiciones de igualdad y no crear obstáculos injustificados a la competencia","Favorecer al empresario que tenga mayor experiencia con la Administración","Garantizar que solo puedan participar empresas nacionales","Permitir al órgano de contratación seleccionar previamente al adjudicatario","1","El artículo 126.1 exige que las prescripciones técnicas garanticen igualdad de acceso y no creen obstáculos injustificados a la competencia."
"¿Pueden las prescripciones técnicas referirse a procesos o métodos específicos de producción o prestación?","Sí, cuando estén vinculados al objeto del contrato y sean proporcionales a su valor y objetivos","No, nunca pueden referirse a procesos de producción","Sí, aunque no tengan relación con el objeto del contrato","Sí, aunque resulten desproporcionados respecto del contrato","1","El artículo 126.2 permite esas referencias cuando estén vinculadas al objeto y sean proporcionales al valor y objetivos del contrato."
"¿Qué debe tenerse en cuenta, salvo justificación, cuando la contratación vaya a ser utilizada por personas físicas?","La Convención de las Naciones Unidas sobre los derechos de las personas con discapacidad y los criterios de accesibilidad y diseño universal","Únicamente los criterios económicos del contrato","Solo las normas nacionales de seguridad laboral","Exclusivamente las preferencias de los usuarios mayoritarios","1","El artículo 126.3 exige tener en cuenta, salvo casos debidamente justificados, la Convención de la ONU y los criterios de accesibilidad universal y diseño universal."
"Si no es posible definir las prescripciones técnicas teniendo en cuenta criterios de accesibilidad universal, ¿qué debe hacerse?","Motivar suficientemente esa circunstancia","Excluir automáticamente el contrato de la LCSP","Solicitar autorización del Consejo de Estado","Sustituir el procedimiento por uno negociado sin publicidad","1","El artículo 126.3 exige motivar suficientemente la imposibilidad de definir las prescripciones técnicas atendiendo a esos criterios."
"¿Qué debe hacerse cuando el objeto del contrato afecte o pueda afectar al medio ambiente?","Las prescripciones técnicas deben definirse aplicando criterios de sostenibilidad y protección ambiental","Debe utilizarse necesariamente una etiqueta ecológica","Debe reservarse el contrato a empresas ambientales","Debe aplicarse exclusivamente el criterio de menor precio","1","El artículo 126.4 exige aplicar criterios de sostenibilidad y protección ambiental cuando el objeto del contrato afecte o pueda afectar al medio ambiente."
"¿Pueden formularse las prescripciones técnicas en términos de rendimiento o exigencias funcionales?","Sí, siempre que los parámetros sean suficientemente precisos para permitir determinar el objeto y adjudicar el contrato","No, únicamente mediante normas técnicas","Sí, pero solo en contratos de servicios","Sí, aunque los parámetros no permitan determinar adecuadamente el objeto","1","El artículo 126.5.a permite formularlas en términos de rendimiento o exigencias funcionales cuando los parámetros sean suficientemente precisos."
"Cuando las prescripciones técnicas hacen referencia a una marca o patente, ¿qué expresión debe acompañar excepcionalmente a esa referencia?","«O equivalente»","«O similar»","«A elección del órgano de contratación»","«Sin posibilidad de sustitución»","1","El artículo 126.6 establece que, cuando excepcionalmente sea necesario referirse a una marca, patente, tipo, origen o producción determinada, la referencia debe ir acompañada de la mención «o equivalente»."
