"Pregunta","Respuesta 1","Respuesta 2","Respuesta 3","Respuesta 4","Numero respuesta correcta","Explicación"
"¿Cuál de las siguientes entidades está expresamente incluida en el sector público a efectos de la Ley 9/2017?","Las Universidades Públicas","Las universidades privadas financiadas parcialmente con fondos públicos","Las asociaciones universitarias privadas sin personalidad jurídica","Las fundaciones universitarias privadas con independencia de su financiación","1","El artículo 3.1.c incluye expresamente a las Universidades Públicas dentro del sector público a efectos de la Ley."
"¿Qué consideración tienen las Universidades Públicas dentro del ámbito subjetivo de la Ley 9/2017?","Forman parte del sector público y tienen la consideración de Administraciones Públicas","Forman parte del sector público, pero nunca tienen la consideración de Administraciones Públicas","Solo tienen la consideración de poderes adjudicadores cuando superan los umbrales de regulación armonizada","Quedan fuera de la Ley y se rigen exclusivamente por su normativa universitaria","1","Las Universidades Públicas aparecen en el artículo 3.1.c y el artículo 3.2.a considera Administraciones Públicas a las entidades incluidas en las letras a), b), c) y l) del artículo 3.1."
"¿Cuál de las siguientes entidades NO aparece expresamente incluida en el artículo 3.1 como parte del sector público?","Las universidades privadas","Las Entidades Gestoras y Servicios Comunes de la Seguridad Social","Las Mutuas colaboradoras con la Seguridad Social","Los fondos sin personalidad jurídica","1","El artículo 3.1 incluye expresamente las Entidades Gestoras y Servicios Comunes de la Seguridad Social, las Mutuas y los fondos sin personalidad jurídica, pero no las universidades privadas por el mero hecho de serlo."
"¿Cuál de las siguientes entidades forma parte del sector público conforme al artículo 3.1?","Las fundaciones públicas que cumplan alguno de los requisitos legalmente establecidos","Cualquier fundación privada que celebre un contrato con una Administración Pública","Cualquier asociación privada que reciba una subvención pública","Cualquier sociedad mercantil con participación pública inferior al 50 por ciento","1","El artículo 3.1.e incluye las fundaciones públicas que cumplan alguno de los requisitos establecidos legalmente."
"¿Cuándo puede una fundación tener la consideración de fundación pública a efectos de la LCSP?","Cuando se constituya inicialmente con aportación mayoritaria del sector público, entre otros supuestos legalmente previstos","Cuando reciba cualquier subvención pública durante su actividad","Cuando uno de sus patronos sea una Administración Pública","Cuando más del 10 por ciento de sus ingresos procedan de fondos públicos","1","El artículo 3.1.e contempla, entre otros supuestos, la constitución inicial con una aportación mayoritaria, directa o indirecta, de una o varias entidades del sector público."
"¿Qué porcentaje del patrimonio de una fundación puede determinar su consideración como fundación pública cuando esté integrado por bienes o derechos aportados o cedidos por sujetos del sector público con carácter permanente?","Más del 50 por ciento","Al menos el 25 por ciento","Al menos el 40 por ciento","El 100 por ciento necesariamente","1","El artículo 3.1.e.2.º establece como supuesto que el patrimonio de la fundación esté integrado en más de un 50 por ciento por bienes o derechos aportados o cedidos por sujetos del sector público con carácter permanente."
"¿Qué circunstancia relativa al patronato puede determinar que una fundación tenga la consideración de pública a efectos de la LCSP?","Que la mayoría de los derechos de voto en su patronato corresponda a representantes del sector público","Que al menos un representante del sector público forme parte del patronato","Que el presidente del patronato sea necesariamente una autoridad pública","Que todos los miembros del patronato sean designados por una Administración Pública","1","El artículo 3.1.e.3.º establece como supuesto que la mayoría de los derechos de voto en el patronato corresponda a representantes del sector público."
"¿Qué porcentaje de participación pública se menciona expresamente para incluir determinadas sociedades mercantiles en el sector público?","Una participación directa o indirecta superior al 50 por ciento","Una participación directa o indirecta igual o superior al 25 por ciento","Una participación directa exclusivamente superior al 50 por ciento","Una participación pública igual o superior al 75 por ciento","1","El artículo 3.1.h incluye las sociedades mercantiles cuya participación pública directa o indirecta sea superior al 50 por ciento, además de contemplar otro supuesto de control."
"¿Pueden formar parte del sector público a efectos de la LCSP entidades con personalidad jurídica propia creadas para satisfacer necesidades de interés general sin carácter industrial o mercantil?","Sí, cuando uno o varios sujetos del sector público financien mayoritariamente su actividad, controlen su gestión o nombren a más de la mitad de sus órganos de administración, dirección o vigilancia","Sí, pero únicamente cuando estén financiadas íntegramente por el sector público","No, porque solo las Administraciones Públicas pueden formar parte del sector público","No, salvo que tengan necesariamente naturaleza de organismo autónomo","1","El artículo 3.1.j contempla estas entidades cuando concurra alguno de los requisitos de financiación mayoritaria, control de la gestión o nombramiento de más de la mitad de los miembros de los órganos correspondientes."
"¿Qué entidades tienen la consideración de Administraciones Públicas dentro del sector público según el artículo 3.2?","Las entidades mencionadas en las letras a), b), c) y l) del artículo 3.1 y determinados consorcios y entidades de derecho público que cumplan los requisitos previstos","Todas las entidades incluidas en el artículo 3.1 sin excepción","Únicamente la Administración General del Estado y las Administraciones autonómicas","Solo las entidades que tengan personalidad jurídica de derecho público y financiación presupuestaria","1","El artículo 3.2 distingue las Administraciones Públicas dentro del conjunto más amplio del sector público y enumera las entidades de las letras a), b), c) y l), además de determinados consorcios y entidades de derecho público."
"¿Qué condición económica se exige a determinados consorcios y entidades de derecho público para que tengan la consideración de Administración Pública?","Que no se financien mayoritariamente con ingresos de mercado","Que se financien exclusivamente mediante transferencias públicas","Que obtengan más del 50 por ciento de sus ingresos de tasas","Que no puedan obtener ningún ingreso procedente del mercado","1","El artículo 3.2.b exige que estos consorcios y entidades, además de cumplir las restantes condiciones, no se financien mayoritariamente con ingresos de mercado."
"¿Cuándo se considera que una entidad se financia mayoritariamente con ingresos de mercado a efectos del artículo 3.2.b?","Cuando tenga la consideración de productor de mercado conforme al Sistema Europeo de Cuentas","Cuando más del 25 por ciento de sus ingresos procedan de actividades comerciales","Cuando sus ingresos privados superen a sus transferencias públicas","Cuando obtenga cualquier ingreso derivado de una actividad económica","1","El artículo 3.2.b establece expresamente que se entiende que se financian mayoritariamente con ingresos de mercado cuando tengan la consideración de productor de mercado conforme al Sistema Europeo de Cuentas."
"¿Cuál de las siguientes entidades tiene la consideración de poder adjudicador a efectos de la LCSP?","Las Administraciones Públicas","Únicamente las Administraciones Públicas que celebren contratos sujetos a regulación armonizada","Solo las entidades que tengan naturaleza de Administración General del Estado","Las entidades privadas que participen ocasionalmente en licitaciones públicas","1","El artículo 3.3.a establece expresamente que las Administraciones Públicas tienen la consideración de poderes adjudicadores."
"Además de las Administraciones Públicas, ¿qué otras entidades son expresamente consideradas poderes adjudicadores por el artículo 3.3?","Las fundaciones públicas y las Mutuas colaboradoras con la Seguridad Social, entre otras entidades que cumplan los requisitos legales","Únicamente las sociedades mercantiles con participación pública superior al 50 por ciento","Solo las universidades públicas y los organismos autónomos","Exclusivamente las entidades que tengan naturaleza de Administración Pública","1","El artículo 3.3 incluye expresamente las fundaciones públicas y las Mutuas colaboradoras con la Seguridad Social, además de otras entidades que cumplan los requisitos establecidos."
"Para que una entidad con personalidad jurídica propia pueda ser poder adjudicador conforme al artículo 3.3.d, ¿qué naturaleza deben tener las necesidades de interés general que satisface?","No deben tener carácter industrial o mercantil","Deben tener necesariamente carácter industrial o mercantil","Deben estar exclusivamente vinculadas a la actividad económica pública","Deben referirse únicamente a servicios administrativos internos","1","El artículo 3.3.d exige que la entidad haya sido creada específicamente para satisfacer necesidades de interés general que no tengan carácter industrial o mercantil."
"Una entidad con personalidad jurídica propia ha sido creada específicamente para satisfacer necesidades de interés general que no tienen carácter industrial o mercantil. ¿Cuál de las siguientes situaciones permitiría, conforme al artículo 3.3.d de la Ley 9/2017, que pudiera tener la consideración de poder adjudicador?","Que uno o varios poderes adjudicadores financien mayoritariamente su actividad, controlen su gestión o nombren a más de la mitad de los miembros de su órgano de administración, dirección o vigilancia.","Que una Administración Pública financie una parte minoritaria de su actividad y nombre a uno de los miembros de su órgano de administración.","Que desarrolle necesidades de interés general y reciba cualquier aportación económica de una entidad perteneciente al sector público, aunque ninguna de estas entidades controle su gestión.","Que más de la mitad de sus miembros sean nombrados por entidades del sector público aunque las necesidades que satisface tengan carácter industrial o mercantil.","1","El artículo 3.3.d exige que la entidad haya sido creada específicamente para satisfacer necesidades de interés general que no tengan carácter industrial o mercantil y, además, que uno o varios sujetos que sean poderes adjudicadores financien mayoritariamente su actividad, controlen su gestión o nombren a más de la mitad de los miembros de su órgano de administración, dirección o vigilancia."
"Conforme al artículo 3.3.d de la Ley 9/2017, ¿cuál de las siguientes circunstancias constituye uno de los criterios alternativos que, junto con los demás requisitos del precepto, puede determinar que una entidad con personalidad jurídica propia tenga la consideración de poder adjudicador?","Que uno o varios sujetos que tengan la consideración de poder adjudicador financien mayoritariamente su actividad, controlen su gestión o nombren a más de la mitad de los miembros de su órgano de administración, dirección o vigilancia.","Que cualquier entidad integrante del sector público aporte alguna cantidad a su financiación, aunque sea minoritaria y no participe en su gestión.","Que una Administración Pública nombre al menos a uno de los miembros de su órgano de administración, con independencia de la proporción de miembros designados.","Que desarrolle cualquier actividad considerada de interés general, aunque esta tenga carácter industrial o mercantil y no exista financiación, control ni participación pública relevante.","1","El artículo 3.3.d establece que, además de haber sido creada específicamente para satisfacer necesidades de interés general que no tengan carácter industrial o mercantil, la entidad debe estar mayoritariamente financiada, controlada en su gestión o tener más de la mitad de los miembros de su órgano de administración, dirección o vigilancia nombrados por uno o varios sujetos que sean poderes adjudicadores."
"⭐⭐⭐ ¿Cuál de las siguientes circunstancias puede hacer que una entidad con personalidad jurídica propia sea considerada poder adjudicador conforme al artículo 3.3.d?","Que uno o varios poderes adjudicadores financien mayoritariamente su actividad, controlen su gestión o nombren a más de la mitad de sus órganos de administración, dirección o vigilancia","Que reciba cualquier subvención pública, aunque sea mínima","Que uno de sus miembros sea designado por una Administración Pública","Que realice alguna actividad de interés general con independencia de quién controle su gestión","1","El artículo 3.3.d establece como criterios alternativos la financiación mayoritaria, el control de la gestión o el nombramiento de más de la mitad de los miembros del órgano correspondiente."
"¿Qué consideración tienen las asociaciones constituidas por entidades que ya tienen la condición de poder adjudicador conforme al artículo 3.3?","También tienen la consideración de poderes adjudicadores","Solo tienen la consideración de entidades del sector público sin ser poderes adjudicadores","Solo tienen la consideración de poderes adjudicadores si son Administraciones Públicas","Quedan fuera de la Ley salvo que celebren contratos sujetos a regulación armonizada","1","El artículo 3.3.e incluye expresamente entre los poderes adjudicadores las asociaciones constituidas por las entidades mencionadas en las letras anteriores."
"¿Qué régimen específico prevé el artículo 3.4 para determinados partidos políticos, organizaciones sindicales y organizaciones empresariales?","Cuando cumplan los requisitos para ser poder adjudicador, respecto de los contratos sujetos a regulación armonizada deben actuar conforme a los principios de publicidad, concurrencia, transparencia, igualdad y no discriminación","Quedan sometidos a toda la Ley en idénticos términos que una Administración Pública","Solo deben respetar el principio de publicidad cuando celebren contratos privados","No están sometidos a ningún principio de contratación pública aunque sean poderes adjudicadores","1","El artículo 3.4 establece este régimen específico para los sujetos indicados cuando cumplan los requisitos para ser poder adjudicadores y, respecto de contratos sujetos a regulación armonizada, exige el respeto de esos principios."
"¿Qué deben aprobar los sujetos mencionados en el artículo 3.4 que queden sometidos a sus reglas de contratación?","Instrucciones internas en materia de contratación, que deberán adecuarse a los principios y normativa comunitaria y publicarse en sus páginas web","Un reglamento general de contratación aprobado por el Consejo de Ministros","Pliegos generales aprobados por la Junta Consultiva de Contratación Pública del Estado","Un procedimiento negociado interno para todos sus contratos","1","El artículo 3.4 exige que los sujetos obligados aprueben instrucciones internas en materia de contratación, que deben ser informadas por el órgano de asesoramiento jurídico antes de su aprobación y publicadas en sus páginas web."
"¿Qué requisito deben cumplir las Corporaciones de derecho público para quedar sujetas a la Ley 9/2017 conforme al artículo 3.5?","Cumplir los requisitos para ser poder adjudicador establecidos en el artículo 3.3.d","Tener necesariamente participación mayoritaria de una Administración Pública","Celebrar exclusivamente contratos sujetos a regulación armonizada","Contar con financiación íntegramente pública","1","El artículo 3.5 establece que las Corporaciones de derecho público quedan sujetas a la Ley cuando cumplan los requisitos para ser poder adjudicador conforme al artículo 3.3.d."
"¿Qué régimen se aplica a los negocios y contratos que la Ley 9/2017 declara excluidos?","Se rigen por sus normas especiales y los principios de la Ley se aplican para resolver dudas y lagunas","Se rigen siempre directamente por todas las disposiciones de la Ley 9/2017","Se rigen exclusivamente por el Código Civil","Quedan sin regulación jurídica hasta que se dicte una norma específica posterior","1","El artículo 4 dispone que las relaciones jurídicas, negocios y contratos excluidos se regirán por sus normas especiales, aplicándose los principios de la Ley para resolver dudas y lagunas."
"¿Cuál de los siguientes negocios está excluido del ámbito de la Ley 9/2017 en materia de defensa y seguridad?","Los convenios incluidos en el ámbito del artículo 346 del Tratado de Funcionamiento de la Unión Europea celebrados en el sector de defensa y seguridad","Todos los contratos de defensa celebrados por cualquier Administración Pública","Todos los contratos de suministro de material militar sin excepción","Todos los contratos de concesión de servicios relacionados con la defensa","1","El artículo 5.1 excluye los convenios incluidos en el ámbito del artículo 346 del TFUE que se concluyan en el sector de la defensa y la seguridad."
"¿Qué contratos de obras, suministros y servicios celebrados en el ámbito de la defensa o seguridad quedan excluidos de la LCSP conforme al artículo 5?","Los comprendidos en el ámbito de aplicación de la Ley 24/2011 y los contratos a los que no resulte aplicable dicha Ley en virtud de su artículo 7","Todos los contratos celebrados por el Ministerio de Defensa","Solo los contratos de obras militares de valor superior a 5 millones de euros","Únicamente los contratos celebrados con empresas extranjeras","1","El artículo 5.2 excluye los contratos de obras, suministros y servicios comprendidos en la Ley 24/2011 y aquellos a los que no resulte aplicable dicha Ley en virtud de su artículo 7."
"¿Qué requisito debe cumplirse para que determinados convenios entre entidades del sector público queden excluidos de la LCSP por el artículo 6?","Entre otros requisitos, las entidades no deben tener vocación de mercado y el convenio debe desarrollar una cooperación orientada a objetivos públicos comunes","Basta con que ambas entidades tengan personalidad jurídica pública","Es suficiente con que una de las entidades sea una Administración Pública","Debe existir necesariamente financiación europea para la cooperación","1","El artículo 6.1 exige varias condiciones acumulativas, entre ellas que las entidades no tengan vocación de mercado, que exista cooperación para garantizar servicios públicos y que la cooperación se guíe únicamente por consideraciones de interés público."
"¿Cuándo se presume que una entidad tiene vocación de mercado a efectos de la exclusión de determinados convenios del artículo 6?","Cuando realice en el mercado abierto un porcentaje igual o superior al 20 por ciento de las actividades objeto de colaboración","Cuando realice en el mercado abierto más del 50 por ciento de sus actividades totales","Cuando obtenga al menos un 10 por ciento de sus ingresos del mercado","Cuando realice cualquier actividad económica en el mercado abierto","1","El artículo 6.1.a presume la vocación de mercado cuando la entidad realiza en el mercado abierto un porcentaje igual o superior al 20 por ciento de las actividades objeto de colaboración."
"¿Qué condición debe cumplir la cooperación desarrollada mediante los convenios excluidos del artículo 6?","Debe guiarse únicamente por consideraciones relacionadas con el interés público","Debe orientarse prioritariamente a obtener un beneficio económico","Debe perseguir necesariamente la reducción de costes de una de las entidades","Debe incluir participación de operadores económicos privados","1","El artículo 6.1.c exige que el desarrollo de la cooperación se guíe únicamente por consideraciones relacionadas con el interés público."
"¿Quedan excluidos de la LCSP determinados convenios celebrados por entidades del sector público con personas físicas o jurídicas privadas?","Sí, cuando su contenido no esté comprendido en el de los contratos regulados por la Ley ni en normas administrativas especiales","No, porque cualquier convenio con una persona privada constituye siempre un contrato público","Sí, pero únicamente cuando la persona privada sea una fundación","No, salvo que la entidad privada tenga la condición de poder adjudicador","1","El artículo 6.2 excluye estos convenios siempre que su contenido no esté comprendido en el de los contratos regulados en la Ley o en normas administrativas especiales."
"¿Qué tratamiento reciben las encomiendas de gestión reguladas por la normativa de régimen jurídico del sector público a efectos de la LCSP?","Quedan excluidas del ámbito de la Ley","Se consideran contratos administrativos especiales","Se consideran contratos de servicios","Quedan sometidas a la Ley únicamente cuando superen 15.000 euros","1","El artículo 6.3 excluye expresamente las encomiendas de gestión reguladas en la legislación vigente sobre régimen jurídico del sector público."
"¿Qué acuerdos celebrados por el Estado están excluidos del ámbito de la LCSP por razón de su carácter internacional?","Los acuerdos celebrados con otros Estados o con otros sujetos de derecho internacional","Todos los acuerdos celebrados por una Administración Pública con una entidad extranjera","Solo los acuerdos celebrados con Estados miembros de la Unión Europea","Únicamente los acuerdos internacionales que tengan contenido económico","1","El artículo 7.1 excluye los acuerdos que celebre el Estado con otros Estados o con otros sujetos de derecho internacional."
"¿Cuándo quedan excluidos de la LCSP determinados contratos sometidos a procedimientos de contratación establecidos por una organización internacional o institución financiera internacional?","Cuando el procedimiento haya sido establecido por sus normas de contratación y el contrato esté financiado íntegramente o mayoritariamente por dicha institución","Cuando la organización internacional participe de cualquier forma en el procedimiento","Cuando el contrato esté financiado parcialmente por una institución financiera internacional","Cuando el contratista sea necesariamente una empresa extranjera","1","El artículo 7.3 exige que el procedimiento específico derive de las normas de contratación de la organización internacional o institución financiera y que el contrato esté financiado íntegramente o mayoritariamente por dicha institución."
"¿Cuál es la regla general del artículo 8 respecto de los contratos de investigación y desarrollo?","Quedan excluidos, salvo determinados contratos que cumplan las condiciones específicas previstas legalmente","Quedan siempre sometidos a la LCSP cuando los celebre una Universidad Pública","Quedan siempre excluidos sin excepción","Solo quedan sometidos a la LCSP cuando superan los umbrales de regulación armonizada","1","El artículo 8 establece la exclusión general de los contratos de investigación y desarrollo, pero introduce una excepción para determinados servicios identificados mediante códigos CPV cuando concurren además las condiciones previstas."
"Para que los contratos de investigación y desarrollo incluidos en los códigos CPV previstos en el artículo 8 queden dentro de la excepción a la exclusión, ¿qué dos condiciones deben cumplirse?","Que los beneficios pertenezcan exclusivamente al poder adjudicador para su propia actividad y que el servicio sea remunerado íntegramente por este","Que el contrato sea financiado mayoritariamente por fondos europeos y que participe una empresa privada","Que los beneficios se compartan con terceros y que la remuneración sea parcialmente pública","Que el contrato sea sujeto a regulación armonizada y tenga una duración superior a cuatro años","1","El artículo 8 exige acumulativamente que los beneficios pertenezcan exclusivamente al poder adjudicador para su utilización en su propia actividad y que el servicio sea remunerado íntegramente por este."
"¿Qué negocios sobre bienes de dominio público quedan excluidos de la LCSP conforme al artículo 9?","Las autorizaciones y concesiones sobre bienes de dominio público, salvo que su legislación específica declare aplicables las prescripciones de la LCSP","Todas las concesiones de servicios sobre bienes de dominio público","Solo las autorizaciones sobre bienes patrimoniales","Las compraventas de bienes de dominio público cuando sean realizadas por una Administración Pública","1","El artículo 9.1 excluye las autorizaciones y concesiones sobre bienes de dominio público, que se regulan por su legislación específica salvo cuando expresamente se declare aplicable la LCSP."
"¿Qué negocios sobre bienes inmuebles están excluidos de la LCSP conforme al artículo 9.2?","La compraventa, donación, permuta, arrendamiento y negocios jurídicos análogos sobre bienes inmuebles, con las excepciones previstas legalmente","Únicamente la compraventa de bienes inmuebles","Solo los arrendamientos de bienes inmuebles celebrados por Administraciones Públicas","Todos los negocios inmobiliarios excepto los realizados mediante procedimiento abierto","1","El artículo 9.2 excluye la compraventa, donación, permuta, arrendamiento y demás negocios jurídicos análogos sobre bienes inmuebles, valores negociables y propiedades incorporales, con las excepciones que el propio artículo establece."
"¿Qué excepción contempla el artículo 9.2 respecto de determinados programas de ordenador?","Si los negocios recaen sobre programas de ordenador y deben calificarse como contratos de suministro o servicios, quedan sujetos al régimen previsto para estos contratos","Todos los programas de ordenador quedan excluidos de la LCSP por ser bienes incorporales","Los programas de ordenador quedan siempre sometidos a la legislación patrimonial","Solo los programas de ordenador adquiridos mediante compraventa quedan sometidos a la LCSP","1","El artículo 9.2 establece una excepción para los negocios sobre programas de ordenador cuando deban calificarse como contratos de suministro o servicios."
"¿Qué límite establece el artículo 9.2 para incluir en determinados negocios patrimoniales prestaciones propias de contratos típicos de la LCSP?","Su valor estimado no puede ser superior al 50 por ciento del importe total del negocio y deben mantener una relación de vinculación y complementariedad","Su valor estimado no puede superar el 20 por ciento del importe total del negocio","Su valor estimado debe ser inferior al 75 por ciento del importe total del negocio","No existe límite cuantitativo cuando exista vinculación entre las prestaciones","1","El artículo 9.2 permite incluir prestaciones propias de contratos típicos si su valor estimado no es superior al 50 por ciento del importe total del negocio y mantienen con la prestación característica una relación de vinculación y complementariedad."
"¿Cuál de los siguientes contratos está excluido del ámbito de la LCSP por razón de su naturaleza financiera?","Los contratos de préstamo y las operaciones de tesorería, estén o no relacionados con la emisión, venta, compra o transferencia de valores u otros instrumentos financieros","Solo los contratos de préstamo vinculados a la emisión de valores","Únicamente las operaciones de tesorería realizadas por entidades locales","Solo los contratos financieros sujetos a regulación armonizada","1","El artículo 10 excluye expresamente los contratos de préstamo y las operaciones de tesorería, estén o no relacionados con la emisión, venta, compra o transferencia de valores u otros instrumentos financieros."
"¿Qué relación jurídica queda excluida de la LCSP por referirse a la relación de servicio de los empleados públicos?","La relación de servicio de los funcionarios públicos y los contratos regulados por la legislación laboral","Únicamente la relación funcionarial de los empleados de la Administración General del Estado","Solo los contratos laborales indefinidos celebrados por Administraciones Públicas","Las relaciones laborales únicamente cuando el salario proceda de fondos públicos estatales","1","El artículo 11.1 excluye del ámbito de la Ley la relación de servicio de los funcionarios públicos y los contratos regulados en la legislación laboral."
"¿Qué relaciones jurídicas relativas a servicios públicos quedan excluidas conforme al artículo 11.2?","Las relaciones jurídicas cuya utilización por los usuarios requiera el abono de una tarifa, tasa o precio público de aplicación general","Todas las relaciones jurídicas relativas a servicios públicos prestados por Administraciones Públicas","Solo las relaciones jurídicas financiadas íntegramente mediante tasas","Las relaciones jurídicas en las que el usuario no pague ninguna cantidad","1","El artículo 11.2 excluye las relaciones jurídicas consistentes en la prestación de un servicio público cuya utilización por los usuarios requiera el abono de una tarifa, tasa o precio público de aplicación general."
"¿Qué contratos están expresamente excluidos de la LCSP en materia de arbitraje y conciliación?","Los contratos relativos a servicios de arbitraje y conciliación","Solo los contratos de arbitraje internacional","Únicamente los contratos de conciliación celebrados por Administraciones Públicas","Los contratos de arbitraje cuando su valor estimado supere los umbrales europeos","1","El artículo 11.3 excluye expresamente los contratos relativos a servicios de arbitraje y conciliación."
"¿Qué ocurre con un contrato por el que una entidad del sector público se obliga a entregar bienes o derechos o a prestar un servicio?","Está excluido de la LCSP, sin perjuicio de que la entidad pública adquirente o receptora sujeta a la Ley deba cumplir sus prescripciones para celebrar el correspondiente contrato","Está siempre sometido a la LCSP por el mero hecho de intervenir una entidad pública","Solo queda excluido cuando el adquirente sea una persona física","Debe tramitarse necesariamente como contrato de suministro","1","El artículo 11.4 excluye estos contratos, pero establece que, si el adquirente o receptor es una entidad del sector público sujeta a la Ley, deberá ajustarse a sus prescripciones para celebrar el correspondiente contrato."
"¿Qué servicios relacionados con campañas políticas están excluidos de la LCSP?","Los servicios relacionados con campañas políticas incluidos en los códigos CPV 79341400-0, 92111230-3 y 92111240-6 cuando sean adjudicados por un partido político","Todos los servicios contratados por partidos políticos con independencia de su objeto","Solo los servicios de publicidad política contratados por Administraciones Públicas","Los servicios de campañas políticas únicamente cuando sean financiados con fondos públicos","1","El artículo 11.5 excluye los contratos cuyo objeto sean servicios relacionados con campañas políticas incluidos en los tres códigos CPV indicados, cuando sean adjudicados por un partido político."
